accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
8435,Bangalore,Karnataka,13.035408,77.591525,2023-06-26,19:00,19,Monday,0,highway,5,1,rain,medium,38,medium,overspeeding,minor,1,0,1,None,0.4
8440,Bangalore,Karnataka,12.83017,77.75669,2022-06-28,18:00,18,Tuesday,0,rural,5,1,rain,medium,15,low,drunk driving,minor,4,1,1,None,0.4
8441,Bangalore,Karnataka,12.856552,77.480502,2025-02-01,5:00,5,Saturday,1,highway,4,0,clear,high,15,medium,weather,minor,4,1,0,None,0.1
8444,Bangalore,Karnataka,13.124931,77.670468,2022-06-05,2:00,2,Sunday,1,urban,4,0,fog,low,34,low,overspeeding,fatal,3,3,0,None,0.65
8467,Bangalore,Karnataka,12.973142,77.601997,2024-05-03,12:00,12,Friday,0,urban,2,0,clear,high,31,medium,weather,minor,1,1,0,None,0.1
8471,Bangalore,Karnataka,13.101549,77.45443,2022-10-14,8:00,8,Friday,0,highway,6,0,clear,high,35,medium,weather,minor,1,1,1,None,0.25
8481,Bangalore,Karnataka,12.924421,77.457347,2022-10-21,2:00,2,Friday,0,highway,6,1,clear,high,40,low,weather,major,5,5,0,None,0.1
8482,Bangalore,Karnataka,12.919345,77.601458,2022-05-06,8:00,8,Friday,0,urban,4,1,rain,medium,34,high,poor road,major,1,0,1,None,0.6
8486,Bangalore,Karnataka,12.865878,77.629612,2022-01-15,7:00,7,Saturday,1,rural,5,0,fog,low,32,low,overspeeding,major,1,0,0,None,0.45
8487,Bangalore,Karnataka,13.008207,77.559252,2022-07-25,22:00,22,Monday,0,rural,3,1,clear,high,25,high,overspeeding,major,1,1,0,None,0.3
8488,Bangalore,Karnataka,13.132611,77.715466,2023-04-11,17:00,17,Tuesday,0,rural,6,1,fog,low,29,high,poor road,major,2,2,1,None,0.8
8489,Bangalore,Karnataka,13.075821,77.651921,2022-12-08,1:00,1,Thursday,0,rural,1,0,fog,low,28,low,distraction,minor,4,4,0,None,0.45
8493,Bangalore,Karnataka,13.187333,77.757887,2023-01-20,9:00,9,Friday,0,rural,6,1,rain,low,37,medium,poor road,major,2,2,1,None,0.6
8500,Bangalore,Karnataka,12.900763,77.711158,2022-01-15,16:00,16,Saturday,1,urban,2,1,clear,high,32,high,poor road,major,1,0,0,None,0.3
8516,Bangalore,Karnataka,12.914535,77.596172,2023-01-15,2:00,2,Sunday,1,rural,6,0,rain,medium,18,medium,drunk driving,minor,4,4,0,None,0.25
8519,Bangalore,Karnataka,13.189789,77.613494,2025-04-15,20:00,20,Tuesday,0,urban,4,0,fog,low,17,low,drunk driving,major,5,0,0,None,0.45
8520,Bangalore,Karnataka,13.088476,77.41665,2022-07-05,15:00,15,Tuesday,0,rural,3,0,rain,low,24,medium,drunk driving,minor,5,3,0,None,0.45
8533,Bangalore,Karnataka,12.859028,77.506492,2023-05-07,5:00,5,Sunday,1,rural,3,1,clear,high,26,low,distraction,minor,2,2,0,None,0.1
8541,Bangalore,Karnataka,12.954594,77.479644,2022-09-23,23:00,23,Friday,0,urban,3,1,fog,low,28,medium,distraction,fatal,4,4,0,None,0.65
8551,Bangalore,Karnataka,12.807686,77.433105,2023-02-12,12:00,12,Sunday,1,urban,1,1,fog,low,17,low,drunk driving,fatal,3,3,0,None,0.65
8553,Bangalore,Karnataka,12.90962,77.503703,2024-09-10,4:00,4,Tuesday,0,rural,2,1,clear,high,19,high,weather,major,3,1,0,None,0.3
8566,Bangalore,Karnataka,13.021366,77.575205,2022-06-05,2:00,2,Sunday,1,urban,1,0,clear,high,32,medium,overspeeding,major,2,1,0,None,0.1
8569,Bangalore,Karnataka,12.901687,77.480524,2023-11-16,0:00,0,Thursday,0,urban,5,0,fog,low,29,low,overspeeding,fatal,4,4,0,None,0.65
8572,Bangalore,Karnataka,12.918246,77.414681,2023-05-07,23:00,23,Sunday,1,highway,3,0,rain,medium,36,high,drunk driving,major,5,5,0,None,0.45
8573,Bangalore,Karnataka,12.941619,77.766566,2024-05-14,1:00,1,Tuesday,0,highway,2,0,clear,high,34,low,drunk driving,minor,5,0,0,None,0.1
8587,Bangalore,Karnataka,12.986098,77.760282,2022-02-02,8:00,8,Wednesday,0,highway,6,1,clear,high,36,high,distraction,major,2,0,1,None,0.45
8589,Bangalore,Karnataka,12.821921,77.566254,2023-12-30,5:00,5,Saturday,1,rural,2,0,fog,low,18,high,drunk driving,major,1,0,0,None,0.65
8591,Bangalore,Karnataka,12.88845,77.691056,2023-08-28,5:00,5,Monday,0,highway,1,1,rain,low,28,high,poor road,minor,4,0,0,None,0.65
8598,Bangalore,Karnataka,12.816824,77.711487,2022-07-15,6:00,6,Friday,0,highway,3,1,clear,high,24,high,drunk driving,minor,2,2,0,None,0.3
8601,Bangalore,Karnataka,13.003555,77.489131,2022-04-26,16:00,16,Tuesday,0,urban,2,1,fog,low,23,medium,weather,fatal,1,1,0,None,0.65
8603,Bangalore,Karnataka,13.005534,77.755176,2024-03-20,11:00,11,Wednesday,0,highway,6,1,rain,low,27,medium,drunk driving,minor,1,1,0,None,0.45
8604,Bangalore,Karnataka,12.928564,77.481238,2024-04-25,4:00,4,Thursday,0,highway,6,1,clear,high,35,low,weather,minor,2,2,0,None,0.1
8611,Bangalore,Karnataka,12.939397,77.764641,2024-04-19,4:00,4,Friday,0,highway,3,1,clear,high,26,low,overspeeding,fatal,2,2,0,None,0.3
8617,Bangalore,Karnataka,13.171831,77.654912,2024-06-30,20:00,20,Sunday,1,urban,1,1,rain,medium,28,medium,drunk driving,fatal,3,3,0,None,0.45
8621,Bangalore,Karnataka,12.952065,77.78529,2024-07-07,1:00,1,Sunday,1,highway,5,1,clear,high,31,high,distraction,major,4,2,0,None,0.3
8622,Bangalore,Karnataka,12.931419,77.784582,2022-02-10,21:00,21,Thursday,0,highway,2,1,clear,high,32,medium,drunk driving,minor,2,1,0,None,0.1
8627,Bangalore,Karnataka,13.144563,77.785312,2025-02-06,5:00,5,Thursday,0,urban,2,0,rain,medium,24,high,weather,fatal,2,2,0,None,0.65
8629,Bangalore,Karnataka,12.851277,77.522573,2024-01-27,2:00,2,Saturday,1,urban,1,1,rain,low,36,medium,overspeeding,minor,3,0,0,None,0.45
8632,Bangalore,Karnataka,12.927826,77.423512,2024-10-07,21:00,21,Monday,0,rural,4,1,fog,low,40,medium,drunk driving,major,4,0,0,None,0.45
8633,Bangalore,Karnataka,12.883111,77.474558,2022-05-08,6:00,6,Sunday,1,highway,3,1,rain,low,40,medium,drunk driving,fatal,3,3,0,None,0.65
8645,Bangalore,Karnataka,13.128744,77.78263,2022-09-29,18:00,18,Thursday,0,highway,2,1,fog,low,28,high,poor road,major,5,3,1,None,0.8
8647,Bangalore,Karnataka,12.840386,77.798134,2023-09-20,10:00,10,Wednesday,0,urban,4,0,rain,medium,28,medium,drunk driving,major,1,0,1,None,0.4
8653,Bangalore,Karnataka,12.898429,77.409238,2024-10-27,16:00,16,Sunday,1,highway,5,1,clear,high,19,low,weather,fatal,5,5,0,None,0.3
8675,Bangalore,Karnataka,12.907891,77.473214,2022-12-23,5:00,5,Friday,0,rural,1,1,clear,high,24,high,weather,minor,2,0,0,None,0.3
8681,Bangalore,Karnataka,13.183245,77.427101,2024-04-18,6:00,6,Thursday,0,highway,3,1,clear,high,23,high,drunk driving,fatal,5,5,0,None,0.5
8684,Bangalore,Karnataka,13.150095,77.63992,2022-02-25,13:00,13,Friday,0,urban,1,0,rain,medium,22,low,overspeeding,minor,3,1,0,None,0.25
8687,Bangalore,Karnataka,13.096911,77.636116,2022-03-22,8:00,8,Tuesday,0,highway,3,0,fog,low,24,high,overspeeding,major,4,0,1,None,0.8
8691,Bangalore,Karnataka,12.814581,77.729707,2023-02-17,4:00,4,Friday,0,rural,4,1,clear,high,20,medium,distraction,minor,5,2,0,None,0.1
8694,Bangalore,Karnataka,13.00933,77.714578,2023-09-21,20:00,20,Thursday,0,rural,1,1,rain,low,33,low,overspeeding,major,1,1,0,None,0.45
8695,Bangalore,Karnataka,12.840389,77.544302,2022-06-21,6:00,6,Tuesday,0,rural,1,0,rain,low,24,low,distraction,minor,2,1,0,None,0.45
8696,Bangalore,Karnataka,13.064126,77.764295,2022-08-13,8:00,8,Saturday,1,rural,4,0,clear,high,32,high,drunk driving,minor,5,0,1,None,0.45
8704,Bangalore,Karnataka,13.18933,77.626171,2023-03-28,10:00,10,Tuesday,0,urban,2,0,clear,high,40,medium,overspeeding,minor,5,0,1,None,0.25
8713,Bangalore,Karnataka,12.990861,77.422137,2023-07-28,18:00,18,Friday,0,rural,2,0,clear,high,16,high,drunk driving,minor,4,1,1,None,0.45
8716,Bangalore,Karnataka,13.007669,77.605577,2023-10-20,14:00,14,Friday,0,highway,6,1,fog,low,28,low,distraction,minor,4,3,0,None,0.45
8736,Bangalore,Karnataka,12.917013,77.727446,2025-04-05,22:00,22,Saturday,1,urban,4,1,rain,medium,15,medium,weather,minor,5,4,0,None,0.25
8754,Bangalore,Karnataka,13.175857,77.573071,2025-03-14,0:00,0,Friday,0,rural,5,0,fog,low,15,medium,weather,minor,2,1,0,None,0.45
8756,Bangalore,Karnataka,13.155693,77.627894,2023-02-28,21:00,21,Tuesday,0,highway,6,1,fog,low,28,medium,poor road,major,1,1,0,None,0.45
8783,Bangalore,Karnataka,13.041409,77.774494,2023-06-25,7:00,7,Sunday,1,rural,6,1,clear,high,34,medium,weather,minor,3,2,0,None,0.1
8795,Bangalore,Karnataka,13.058048,77.70902,2023-02-13,20:00,20,Monday,0,rural,4,0,rain,medium,34,low,poor road,minor,5,0,0,None,0.25
8796,Bangalore,Karnataka,12.924998,77.597269,2022-07-15,20:00,20,Friday,0,rural,1,1,fog,low,20,high,poor road,minor,2,2,0,None,0.65
8797,Bangalore,Karnataka,12.989662,77.782375,2023-04-21,8:00,8,Friday,0,urban,3,1,fog,low,15,high,weather,minor,4,4,1,None,0.8
8801,Bangalore,Karnataka,12.99992,77.785215,2024-06-06,4:00,4,Thursday,0,urban,3,1,clear,high,22,low,poor road,minor,1,0,0,None,0.1
8804,Bangalore,Karnataka,12.855901,77.72384,2024-10-26,6:00,6,Saturday,1,rural,3,1,rain,medium,32,low,overspeeding,minor,1,0,0,None,0.25
8810,Bangalore,Karnataka,13.004407,77.628462,2023-11-22,17:00,17,Wednesday,0,rural,1,1,fog,low,26,medium,drunk driving,minor,4,4,1,None,0.6
8817,Bangalore,Karnataka,12.991376,77.595757,2023-05-27,3:00,3,Saturday,1,highway,1,0,clear,high,38,low,drunk driving,minor,2,2,0,None,0.1
8849,Bangalore,Karnataka,12.852519,77.737103,2025-04-01,1:00,1,Tuesday,0,rural,1,0,rain,medium,36,low,overspeeding,major,4,3,0,None,0.25
8862,Bangalore,Karnataka,13.083976,77.583962,2024-07-03,3:00,3,Wednesday,0,highway,3,1,rain,medium,38,low,poor road,minor,5,4,0,None,0.25
8883,Bangalore,Karnataka,13.152007,77.645683,2023-01-14,21:00,21,Saturday,1,highway,1,0,rain,low,40,medium,overspeeding,fatal,2,2,0,None,0.65
8886,Bangalore,Karnataka,13.011824,77.443777,2024-10-04,0:00,0,Friday,0,rural,4,1,rain,low,35,low,overspeeding,minor,1,1,0,None,0.45
8912,Bangalore,Karnataka,12.80362,77.590053,2024-03-28,4:00,4,Thursday,0,highway,2,0,fog,low,22,medium,drunk driving,fatal,3,3,0,None,0.65
8921,Bangalore,Karnataka,12.814858,77.592372,2024-11-30,8:00,8,Saturday,1,urban,5,1,clear,high,18,low,poor road,major,1,0,1,None,0.25
8925,Bangalore,Karnataka,12.914397,77.46572,2023-04-14,6:00,6,Friday,0,highway,6,1,rain,medium,38,medium,overspeeding,minor,3,1,0,None,0.25
8948,Bangalore,Karnataka,13.177668,77.605894,2023-04-26,1:00,1,Wednesday,0,highway,3,0,rain,low,34,medium,overspeeding,minor,4,0,0,None,0.45
8955,Bangalore,Karnataka,13.176248,77.473861,2023-09-27,23:00,23,Wednesday,0,highway,6,1,clear,high,34,high,weather,minor,4,3,0,None,0.3
8962,Bangalore,Karnataka,12.821991,77.565243,2023-10-16,0:00,0,Monday,0,urban,4,1,rain,low,37,high,drunk driving,major,5,5,0,None,0.65
8972,Bangalore,Karnataka,13.110544,77.667337,2023-04-04,6:00,6,Tuesday,0,rural,3,1,clear,high,22,medium,poor road,major,2,0,0,None,0.1
8986,Bangalore,Karnataka,13.119214,77.418174,2024-03-02,20:00,20,Saturday,1,urban,4,1,clear,high,31,low,weather,minor,4,2,0,None,0.1
8988,Bangalore,Karnataka,12.899642,77.699366,2023-01-10,18:00,18,Tuesday,0,urban,4,1,clear,high,20,high,weather,major,2,0,1,None,0.45
8989,Bangalore,Karnataka,12.909942,77.781636,2024-12-13,19:00,19,Friday,0,highway,2,1,clear,high,32,medium,drunk driving,minor,2,1,1,None,0.25
8998,Bangalore,Karnataka,13.113079,77.689725,2023-04-07,22:00,22,Friday,0,rural,5,1,fog,low,37,medium,drunk driving,fatal,4,4,0,None,0.65
9027,Bangalore,Karnataka,13.169364,77.751943,2023-09-22,4:00,4,Friday,0,rural,1,0,fog,low,27,low,poor road,major,2,0,0,None,0.45
9028,Bangalore,Karnataka,13.003415,77.420096,2023-08-07,22:00,22,Monday,0,urban,4,0,rain,low,15,medium,distraction,major,1,0,0,None,0.45
9038,Bangalore,Karnataka,12.906667,77.674721,2023-04-22,22:00,22,Saturday,1,highway,6,1,fog,low,29,low,weather,minor,5,5,0,Eid,0.55
9040,Bangalore,Karnataka,13.148236,77.732601,2022-05-25,6:00,6,Wednesday,0,rural,3,1,clear,high,23,high,distraction,minor,2,2,0,None,0.3
9049,Bangalore,Karnataka,12.955497,77.781921,2024-11-16,7:00,7,Saturday,1,urban,3,1,rain,low,21,low,weather,minor,3,2,0,None,0.45
9056,Bangalore,Karnataka,13.029292,77.645319,2022-03-03,13:00,13,Thursday,0,rural,5,1,rain,medium,19,medium,weather,major,1,1,0,None,0.25
9069,Bangalore,Karnataka,12.869688,77.44604,2022-03-12,21:00,21,Saturday,1,rural,1,0,rain,medium,28,medium,distraction,minor,3,2,0,None,0.25
9071,Bangalore,Karnataka,13.130041,77.587413,2023-09-19,9:00,9,Tuesday,0,highway,5,1,clear,high,33,high,distraction,major,3,2,1,None,0.45
9072,Bangalore,Karnataka,13.173694,77.738882,2023-01-01,12:00,12,Sunday,1,urban,5,0,fog,low,22,low,distraction,minor,4,3,0,New Year,0.55
9079,Bangalore,Karnataka,12.965013,77.457238,2023-11-02,18:00,18,Thursday,0,highway,6,0,clear,high,35,medium,overspeeding,minor,2,2,1,None,0.25
9085,Bangalore,Karnataka,13.153297,77.503506,2023-04-16,8:00,8,Sunday,1,rural,6,1,fog,low,39,high,poor road,major,2,0,1,None,0.8
9087,Bangalore,Karnataka,13.158808,77.617334,2024-07-01,8:00,8,Monday,0,rural,6,0,rain,medium,35,high,overspeeding,minor,3,1,1,None,0.6
9088,Bangalore,Karnataka,12.871495,77.756202,2023-01-29,3:00,3,Sunday,1,urban,6,1,rain,medium,16,high,weather,major,5,3,0,None,0.45
9095,Bangalore,Karnataka,13.080022,77.619185,2025-03-19,1:00,1,Wednesday,0,urban,2,0,rain,low,30,high,distraction,major,3,2,0,None,0.65
9102,Bangalore,Karnataka,12.832999,77.692467,2023-07-13,4:00,4,Thursday,0,rural,4,1,rain,medium,37,medium,weather,major,2,0,0,None,0.25
9115,Bangalore,Karnataka,12.909371,77.485099,2024-08-10,12:00,12,Saturday,1,highway,5,0,fog,low,27,medium,weather,fatal,3,3,0,None,0.65
9120,Bangalore,Karnataka,13.072398,77.518002,2022-11-12,13:00,13,Saturday,1,rural,3,1,clear,high,16,high,distraction,minor,1,0,0,None,0.3
9128,Bangalore,Karnataka,13.024085,77.746151,2023-07-25,15:00,15,Tuesday,0,rural,4,0,fog,low,26,medium,weather,major,5,4,0,None,0.45
9133,Bangalore,Karnataka,12.871334,77.796184,2024-01-25,6:00,6,Thursday,0,urban,2,0,rain,medium,33,medium,poor road,fatal,2,2,0,None,0.45
9142,Bangalore,Karnataka,13.135508,77.723518,2023-06-18,17:00,17,Sunday,1,highway,2,1,clear,high,21,medium,poor road,major,1,0,1,None,0.25
9153,Bangalore,Karnataka,12.883313,77.62868,2023-04-17,23:00,23,Monday,0,urban,2,0,clear,high,28,low,poor road,major,2,1,0,None,0.1
9166,Bangalore,Karnataka,12.878918,77.584546,2024-03-25,16:00,16,Monday,0,urban,4,1,rain,low,29,high,poor road,fatal,3,3,0,Holi,0.95
9167,Bangalore,Karnataka,13.186507,77.465711,2023-07-14,3:00,3,Friday,0,urban,5,1,clear,high,38,low,drunk driving,major,1,1,0,None,0.1
9172,Bangalore,Karnataka,12.887784,77.442579,2023-02-23,4:00,4,Thursday,0,highway,2,0,fog,low,32,low,drunk driving,minor,1,0,0,None,0.45
9178,Bangalore,Karnataka,13.097063,77.498174,2023-12-05,19:00,19,Tuesday,0,highway,1,0,clear,high,19,medium,overspeeding,minor,3,1,1,None,0.25
9190,Bangalore,Karnataka,13.048938,77.726029,2022-03-09,0:00,0,Wednesday,0,highway,6,0,clear,high,18,medium,drunk driving,major,5,2,0,None,0.1
9193,Bangalore,Karnataka,13.051626,77.761984,2023-01-03,22:00,22,Tuesday,0,urban,3,0,rain,low,35,high,drunk driving,major,2,1,0,None,0.65
9215,Bangalore,Karnataka,13.029079,77.515575,2023-05-09,9:00,9,Tuesday,0,rural,4,1,fog,low,18,high,poor road,minor,4,0,1,None,0.8
9224,Bangalore,Karnataka,13.189798,77.545911,2023-10-16,7:00,7,Monday,0,urban,4,1,rain,medium,28,medium,overspeeding,minor,1,1,0,None,0.25
9225,Bangalore,Karnataka,12.913428,77.450604,2024-02-06,1:00,1,Tuesday,0,urban,6,1,clear,high,26,low,weather,major,5,1,0,None,0.1
9228,Bangalore,Karnataka,12.821393,77.505111,2025-03-04,18:00,18,Tuesday,0,urban,6,1,fog,low,39,high,overspeeding,minor,5,3,1,None,0.8
9246,Bangalore,Karnataka,13.034903,77.760716,2024-12-27,9:00,9,Friday,0,urban,2,1,fog,low,28,medium,drunk driving,fatal,3,3,1,None,0.8
9248,Bangalore,Karnataka,12.829414,77.614669,2024-06-15,9:00,9,Saturday,1,urban,5,0,fog,low,29,high,distraction,major,1,1,1,None,0.8
9260,Bangalore,Karnataka,12.929386,77.481487,2022-09-17,22:00,22,Saturday,1,rural,1,0,clear,high,19,low,distraction,minor,2,1,0,None,0.1
9271,Bangalore,Karnataka,13.159756,77.617301,2023-05-27,2:00,2,Saturday,1,urban,5,1,clear,high,18,low,poor road,minor,4,2,0,None,0.1
9277,Bangalore,Karnataka,13.062777,77.519675,2023-08-20,3:00,3,Sunday,1,rural,3,0,fog,low,35,low,poor road,minor,5,3,0,None,0.45
9288,Bangalore,Karnataka,12.821624,77.643424,2022-09-14,19:00,19,Wednesday,0,rural,2,0,rain,low,33,high,drunk driving,major,3,0,1,None,0.8
9290,Bangalore,Karnataka,12.886513,77.505201,2024-07-13,20:00,20,Saturday,1,highway,3,1,fog,low,16,high,drunk driving,fatal,2,2,0,None,0.85
9294,Bangalore,Karnataka,13.090865,77.590194,2024-08-05,15:00,15,Monday,0,highway,1,0,clear,high,39,high,drunk driving,major,3,3,0,None,0.3
9297,Bangalore,Karnataka,13.131846,77.475549,2022-02-21,15:00,15,Monday,0,rural,1,1,rain,low,28,medium,overspeeding,minor,1,0,0,None,0.45
9305,Bangalore,Karnataka,13.060227,77.660059,2024-02-06,7:00,7,Tuesday,0,rural,5,1,clear,high,34,high,weather,minor,3,1,0,None,0.3
9320,Bangalore,Karnataka,12.86748,77.679274,2022-01-23,18:00,18,Sunday,1,rural,3,0,clear,high,19,high,poor road,minor,2,0,1,None,0.45
9321,Bangalore,Karnataka,12.946751,77.719239,2024-05-09,7:00,7,Thursday,0,urban,6,1,clear,high,32,high,poor road,fatal,4,4,0,None,0.5
9327,Bangalore,Karnataka,13.068061,77.692437,2024-01-25,21:00,21,Thursday,0,urban,6,0,fog,low,38,high,distraction,minor,5,3,0,None,0.65
9333,Bangalore,Karnataka,13.091621,77.512735,2025-02-18,18:00,18,Tuesday,0,rural,6,0,rain,medium,23,high,overspeeding,fatal,5,5,1,None,0.8
9339,Bangalore,Karnataka,13.035848,77.571387,2025-03-05,0:00,0,Wednesday,0,highway,6,1,fog,low,32,low,drunk driving,major,4,0,0,None,0.45
9352,Bangalore,Karnataka,12.819635,77.66143,2024-10-01,15:00,15,Tuesday,0,urban,4,1,rain,low,27,high,weather,minor,4,2,0,None,0.65
9355,Bangalore,Karnataka,13.082911,77.51741,2024-03-25,4:00,4,Monday,0,rural,6,0,fog,low,32,low,weather,major,2,2,0,Holi,0.55
9372,Bangalore,Karnataka,12.908289,77.778186,2023-01-01,20:00,20,Sunday,1,urban,3,0,rain,low,21,medium,drunk driving,minor,4,0,0,New Year,0.55
9393,Bangalore,Karnataka,12.939438,77.791979,2023-11-08,15:00,15,Wednesday,0,highway,2,1,clear,high,18,high,weather,fatal,1,1,0,None,0.5
9406,Bangalore,Karnataka,13.075274,77.538123,2023-09-04,16:00,16,Monday,0,rural,2,1,rain,low,23,high,weather,major,5,5,0,None,0.65
9410,Bangalore,Karnataka,13.112915,77.701922,2022-12-03,6:00,6,Saturday,1,rural,5,0,rain,medium,22,medium,poor road,major,4,0,0,None,0.25
9427,Bangalore,Karnataka,12.853402,77.674523,2024-07-29,21:00,21,Monday,0,highway,6,0,fog,low,25,high,drunk driving,minor,5,3,0,None,0.65
9437,Bangalore,Karnataka,13.042905,77.736602,2022-07-30,23:00,23,Saturday,1,highway,1,1,rain,medium,25,medium,overspeeding,fatal,3,3,0,None,0.45
9441,Bangalore,Karnataka,13.0941,77.46452,2025-03-21,12:00,12,Friday,0,rural,4,0,clear,high,35,medium,weather,minor,5,0,0,None,0.1
9442,Bangalore,Karnataka,13.175168,77.6276,2024-12-06,14:00,14,Friday,0,highway,3,1,clear,high,21,medium,weather,major,4,1,0,None,0.1
9445,Bangalore,Karnataka,13.069332,77.590176,2024-06-03,11:00,11,Monday,0,rural,1,0,rain,low,31,high,weather,minor,4,1,0,None,0.65
9446,Bangalore,Karnataka,13.117379,77.612864,2023-01-27,18:00,18,Friday,0,rural,1,0,rain,low,35,high,drunk driving,major,4,1,1,None,0.8
9454,Bangalore,Karnataka,13.103518,77.598326,2022-08-15,11:00,11,Monday,0,rural,2,1,clear,high,30,high,drunk driving,minor,3,3,0,None,0.3
9459,Bangalore,Karnataka,12.856089,77.703216,2022-09-05,5:00,5,Monday,0,rural,1,1,fog,low,20,low,drunk driving,minor,4,0,0,None,0.45
9473,Bangalore,Karnataka,12.801817,77.631706,2024-04-06,22:00,22,Saturday,1,highway,2,1,fog,low,30,high,poor road,minor,4,4,0,None,0.65
9482,Bangalore,Karnataka,12.886824,77.408141,2025-01-08,16:00,16,Wednesday,0,highway,1,0,clear,high,29,high,poor road,minor,4,0,0,None,0.3
9491,Bangalore,Karnataka,12.933285,77.722253,2023-12-10,3:00,3,Sunday,1,urban,5,1,fog,low,36,high,poor road,minor,3,3,0,None,0.65
9494,Bangalore,Karnataka,12.920303,77.596069,2024-10-09,11:00,11,Wednesday,0,rural,2,1,rain,low,29,medium,weather,fatal,3,3,0,None,0.65
9512,Bangalore,Karnataka,13.056463,77.711849,2024-01-10,2:00,2,Wednesday,0,rural,2,0,fog,low,26,low,drunk driving,fatal,3,3,0,None,0.65
9547,Bangalore,Karnataka,13.109331,77.669539,2024-01-15,17:00,17,Monday,0,highway,3,1,fog,low,34,high,weather,minor,4,1,1,None,0.8
9553,Bangalore,Karnataka,12.999529,77.633314,2024-06-20,13:00,13,Thursday,0,rural,6,0,clear,high,30,high,distraction,fatal,5,5,0,None,0.5
9558,Bangalore,Karnataka,13.051545,77.444715,2024-08-18,6:00,6,Sunday,1,highway,4,0,rain,medium,25,high,distraction,major,2,1,0,None,0.45
9592,Bangalore,Karnataka,12.855595,77.728605,2024-02-05,6:00,6,Monday,0,urban,3,1,rain,medium,32,medium,overspeeding,fatal,2,2,0,None,0.45
9604,Bangalore,Karnataka,13.082222,77.623845,2023-10-03,22:00,22,Tuesday,0,urban,3,1,clear,high,15,low,overspeeding,major,1,1,0,None,0.1
9608,Bangalore,Karnataka,13.154698,77.43953,2024-05-09,22:00,22,Thursday,0,highway,4,0,fog,low,37,high,weather,minor,3,0,0,None,0.65
9609,Bangalore,Karnataka,12.871176,77.555624,2022-11-29,21:00,21,Tuesday,0,urban,2,1,clear,high,28,medium,overspeeding,minor,1,1,0,None,0.1
9615,Bangalore,Karnataka,13.0608,77.425349,2024-05-07,8:00,8,Tuesday,0,urban,5,0,fog,low,22,high,distraction,minor,1,1,1,None,0.8
9616,Bangalore,Karnataka,12.894773,77.66304,2023-11-17,18:00,18,Friday,0,highway,4,0,clear,high,22,low,overspeeding,minor,5,0,1,None,0.25
9622,Bangalore,Karnataka,12.860386,77.750112,2022-12-28,11:00,11,Wednesday,0,urban,6,0,clear,high,31,high,distraction,minor,2,2,0,None,0.3
9635,Bangalore,Karnataka,13.095352,77.69829,2024-01-08,23:00,23,Monday,0,highway,6,1,fog,low,27,high,weather,major,1,0,0,None,0.65
9637,Bangalore,Karnataka,13.037308,77.797759,2023-06-24,15:00,15,Saturday,1,urban,1,1,fog,low,32,medium,weather,minor,2,2,0,None,0.45
9641,Bangalore,Karnataka,12.926176,77.641662,2024-08-11,10:00,10,Sunday,1,urban,6,0,fog,low,22,high,weather,major,4,3,1,None,0.8
9656,Bangalore,Karnataka,13.09487,77.608105,2022-06-05,10:00,10,Sunday,1,urban,5,1,rain,medium,22,high,weather,fatal,2,2,1,None,0.8
9675,Bangalore,Karnataka,12.862954,77.738453,2024-09-01,8:00,8,Sunday,1,highway,1,0,clear,high,27,high,drunk driving,minor,1,0,1,None,0.45
9694,Bangalore,Karnataka,12.927826,77.621534,2024-01-12,23:00,23,Friday,0,urban,2,1,fog,low,28,medium,drunk driving,fatal,4,4,0,None,0.65
9701,Bangalore,Karnataka,13.04358,77.540229,2024-01-19,18:00,18,Friday,0,urban,1,0,rain,low,27,medium,drunk driving,minor,3,3,1,None,0.6
9711,Bangalore,Karnataka,12.932436,77.450262,2024-03-07,7:00,7,Thursday,0,urban,3,0,rain,medium,38,medium,distraction,major,4,4,0,None,0.25
9713,Bangalore,Karnataka,12.958978,77.576523,2025-01-18,23:00,23,Saturday,1,urban,6,0,fog,low,26,medium,drunk driving,minor,5,0,0,None,0.45
9715,Bangalore,Karnataka,12.956368,77.648502,2023-09-24,13:00,13,Sunday,1,urban,4,0,clear,high,37,low,drunk driving,major,4,0,0,None,0.1
9728,Bangalore,Karnataka,13.192921,77.715671,2023-09-20,18:00,18,Wednesday,0,highway,1,0,fog,low,34,low,overspeeding,fatal,2,2,1,None,0.8
9743,Bangalore,Karnataka,12.944716,77.53335,2024-07-29,20:00,20,Monday,0,urban,5,0,clear,high,37,medium,weather,minor,2,2,0,None,0.1
9749,Bangalore,Karnataka,13.195558,77.677839,2023-03-08,16:00,16,Wednesday,0,urban,6,0,rain,medium,33,high,poor road,fatal,4,4,0,Holi,0.75
9756,Bangalore,Karnataka,13.103384,77.639879,2022-03-06,16:00,16,Sunday,1,rural,4,0,clear,high,16,medium,drunk driving,minor,2,1,0,None,0.1
9759,Bangalore,Karnataka,12.971122,77.53861,2023-09-12,2:00,2,Tuesday,0,urban,1,0,fog,low,36,medium,drunk driving,major,3,0,0,None,0.45
9760,Bangalore,Karnataka,12.944193,77.72323,2022-04-03,23:00,23,Sunday,1,urban,2,0,clear,high,17,low,weather,fatal,3,3,0,None,0.3
